AAA1A01,2026-06-01T08:00,null,0,0.0,0.0,0.0
AAA1A02,2026-06-01T09:30,null,0,0.0,0.0,0.0
AAA1A03,2026-06-02T07:45,null,0,0.0,0.0,0.0
AAA1A04,2026-06-02T10:00,null,0,0.0,0.0,0.0
AAA1A05,2026-06-03T08:30,null,0,0.0,0.0,0.0
AAA1A06,2026-06-03T13:00,null,0,0.0,0.0,0.0
AAA1A07,2026-06-04T07:00,null,0,0.0,0.0,0.0
AAA1A08,2026-06-04T14:00,null,0,0.0,0.0,0.0
AAA1A09,2026-06-05T08:00,null,0,0.0,0.0,0.0
AAA1A10,2026-06-05T09:30,null,0,0.0,0.0,0.0
AAB1A01,2026-06-06T08:00,null,0,0.0,0.0,0.0
AAB1A02,2026-06-06T11:00,null,0,0.0,0.0,0.0
AAB1A03,2026-06-07T07:30,null,0,0.0,0.0,0.0
AAB1A04,2026-06-07T13:00,null,0,0.0,0.0,0.0
AAB1A05,2026-06-09T08:00,null,0,0.0,0.0,0.0
AAB1A06,2026-06-10T10:00,null,0,0.0,0.0,0.0
AAB1A07,2026-06-11T09:00,null,0,0.0,0.0,0.0
AAB1A08,2026-06-12T14:00,null,0,0.0,0.0,0.0
AAB1A09,2026-06-13T20:00,null,0,0.0,0.0,0.0
AAB1A10,2026-06-14T19:30,null,0,0.0,0.0,0.0
AAC1A01,2026-06-01T07:30,null,0,0.0,0.0,0.0
AAC1A02,2026-06-01T08:00,null,0,0.0,0.0,0.0
AAC1A03,2026-06-02T07:45,null,0,0.0,0.0,0.0
AAC1A04,2026-06-02T08:00,null,0,0.0,0.0,0.0
AAC1A05,2026-06-03T07:30,null,0,0.0,0.0,0.0
AAC1A06,2026-06-03T08:00,null,0,0.0,0.0,0.0
AAC1A07,2026-06-04T07:45,null,0,0.0,0.0,0.0
AAC1A08,2026-06-04T08:30,null,0,0.0,0.0,0.0
AAC1A09,2026-06-05T07:00,null,0,0.0,0.0,0.0
AAC1A10,2026-06-05T08:00,null,0,0.0,0.0,0.0
AAD1A01,2026-06-06T07:30,null,0,0.0,0.0,0.0
AAD1A02,2026-06-07T08:00,null,0,0.0,0.0,0.0
AAD1A03,2026-06-09T07:45,null,0,0.0,0.0,0.0
AAD1A04,2026-06-10T08:00,null,0,0.0,0.0,0.0
AAD1A05,2026-06-11T19:00,null,0,0.0,0.0,0.0
AAE1A01,2026-06-01T08:00,null,0,0.0,0.0,0.0
AAE1A02,2026-06-02T09:00,null,0,0.0,0.0,0.0
AAE1A03,2026-06-03T08:30,null,0,0.0,0.0,0.0
AAE1A04,2026-06-01T07:30,null,0,0.0,0.0,0.0
AAE1A05,2026-06-02T08:00,null,0,0.0,0.0,0.0
AAE1A06,2026-06-04T09:00,null,0,0.0,0.0,0.0
AAE1A07,2026-06-05T08:30,null,0,0.0,0.0,0.0
AAE1A08,2026-06-01T07:00,null,0,0.0,0.0,0.0
AAE1A09,2026-06-02T08:30,null,0,0.0,0.0,0.0
AAE1A10,2026-06-03T07:30,null,0,0.0,0.0,0.0
AAF1A01,2026-06-04T08:00,null,0,0.0,0.0,0.0
AAF1A02,2026-06-05T09:00,null,0,0.0,0.0,0.0
AAF1A03,2026-06-01T08:30,null,0,0.0,0.0,0.0
AAF1A04,2026-06-03T07:30,null,0,0.0,0.0,0.0
AAF1A05,2026-06-05T08:00,null,0,0.0,0.0,0.0
AAF1A06,2026-06-07T07:45,null,0,0.0,0.0,0.0
AAF1A07,2026-06-09T08:30,null,0,0.0,0.0,0.0
AAF1A08,2026-06-11T09:00,null,0,0.0,0.0,0.0
AAF1A09,2026-06-01T07:30,null,0,0.0,0.0,0.0
AAF1A10,2026-06-02T08:00,null,0,0.0,0.0,0.0
AAG1A01,2026-06-03T07:45,null,0,0.0,0.0,0.0
AAG1A02,2026-06-04T08:30,null,0,0.0,0.0,0.0
AAG1A03,2026-06-06T09:00,null,0,0.0,0.0,0.0
AAG1A04,2026-06-08T08:00,null,0,0.0,0.0,0.0
AAG1A05,2026-06-10T07:30,null,0,0.0,0.0,0.0
AAG1A06,2026-06-01T08:00,null,0,0.0,0.0,0.0
AAG1A07,2026-06-02T09:00,null,0,0.0,0.0,0.0
AAG1A08,2026-06-03T08:30,null,0,0.0,0.0,0.0
AAG1A09,2026-06-04T07:00,null,0,0.0,0.0,0.0
AAG1A10,2026-06-05T08:30,null,0,0.0,0.0,0.0
AAH1A01,2026-06-06T07:30,null,0,0.0,0.0,0.0
AAH1A02,2026-06-07T08:00,null,0,0.0,0.0,0.0
AAH1A03,2026-06-08T09:00,null,0,0.0,0.0,0.0
AAH1A04,2026-06-09T08:30,null,0,0.0,0.0,0.0
AAH1A05,2026-06-10T07:00,null,0,0.0,0.0,0.0
AAH1A06,2026-06-11T08:00,null,0,0.0,0.0,0.0
AAH1A07,2026-06-12T09:00,null,0,0.0,0.0,0.0
AAH1A08,2026-06-13T08:30,null,0,0.0,0.0,0.0
AAH1A09,2026-06-14T07:30,null,0,0.0,0.0,0.0
AAH1A10,2026-06-15T08:00,null,0,0.0,0.0,0.0
AAI1A01,2026-06-02T18:00,null,0,0.0,0.0,0.0
AAI1A03,2026-06-04T19:30,null,0,0.0,0.0,0.0
AAJ1A01,2026-06-06T18:30,null,0,0.0,0.0,0.0
AAK1A01,2026-06-08T19:00,null,0,0.0,0.0,0.0
AAL1A01,2026-06-10T18:30,null,0,0.0,0.0,0.0
ZZA1A01,2026-06-01T09:00,null,0,0.0,0.0,0.0
ZZA1A02,2026-06-01T14:00,null,0,0.0,0.0,0.0
ZZA1A03,2026-06-02T08:30,null,0,0.0,0.0,0.0
ZZA1A04,2026-06-02T13:00,null,0,0.0,0.0,0.0
ZZA1A05,2026-06-03T10:00,null,0,0.0,0.0,0.0
ZZA1A06,2026-06-04T09:30,null,0,0.0,0.0,0.0
ZZA1A07,2026-06-05T08:00,null,0,0.0,0.0,0.0
ZZA1A08,2026-06-06T11:00,null,0,0.0,0.0,0.0
ZZA1A09,2026-06-07T09:00,null,0,0.0,0.0,0.0
ZZA1A10,2026-06-08T10:30,null,0,0.0,0.0,0.0
ZZA1A11,2026-06-09T08:00,null,0,0.0,0.0,0.0
ZZA1A12,2026-06-09T14:00,null,0,0.0,0.0,0.0
ZZA1A13,2026-06-10T09:00,null,0,0.0,0.0,0.0
ZZA1A14,2026-06-11T10:00,null,0,0.0,0.0,0.0
ZZA1A15,2026-06-12T08:30,null,0,0.0,0.0,0.0
ZZA1A16,2026-06-13T09:00,null,0,0.0,0.0,0.0
ZZA1A17,2026-06-14T10:00,null,0,0.0,0.0,0.0
ZZA1A18,2026-06-15T09:00,null,0,0.0,0.0,0.0
ZZA1A19,2026-06-11T19:00,null,0,0.0,0.0,0.0
ZZA1A20,2026-06-13T20:00,null,0,0.0,0.0,0.0
